YEAR,MONTH,PRODUCT,VALUE
2017,7,Electricity trade,0.013
2017,7,Renewables,5476.325
2017,7,Non-renewables,1099.298
2017,7,Others,170.129
2017,7,Other renewables aggregated,116.194
2017,7,Low carbon,5476.325
2017,7,Fossil fuels,1099.298
2017,8,Hydro,5337.995
2017,8,Wind,0.079
2017,8,Solar,1.195
2017,8,Total combustible fuels,1339.756
2017,8,Coal,212.155
2017,8,Oil,173.749
2017,8,Natural gas,834.101
2017,8,Combustible renewables,119.751
2017,8,Net electricity production,6679.025
2017,8,Total imports,0.187
2017,8,Total exports,0.007
2017,8,Electricity supplied,6679.205
2017,8,Distribution losses,524.389
2017,8,Final consumption,6154.816
2017,8,Electricity trade,-0.18
2017,8,Renewables,5459.02
2017,8,Non-renewables,1220.005
2017,8,Others,173.749
2017,8,Other renewables aggregated,119.751
2017,8,Low carbon,5459.02
2017,8,Fossil fuels,1220.005
2017,9,Hydro,5039.534
2017,9,Wind,0.137
2017,9,Solar,1.186
2017,9,Total combustible fuels,1461.593
2017,9,Coal,356.617
2017,9,Oil,172.801
2017,9,Natural gas,815.587
2017,9,Combustible renewables,116.588
2017,9,Net electricity production,6502.45
2017,9,Total imports,0.244
2017,9,Total exports,0.005
2017,9,Electricity supplied,6502.689
2017,9,Distribution losses,420.514
2017,9,Final consumption,6082.175
2017,9,Electricity trade,-0.239
2017,9,Renewables,5157.445
2017,9,Non-renewables,1345.005
2017,9,Others,172.801
2017,9,Other renewables aggregated,116.588
2017,9,Low carbon,5157.445
2017,9,Fossil fuels,1345.005
2017,10,Hydro,5076.825
2017,10,Wind,0.328
2017,10,Solar,1.095
2017,10,Total combustible fuels,1538.605
2017,10,Coal,372.693
2017,10,Oil,173.198
2017,10,Natural gas,874.321
2017,10,Combustible renewables,118.393
2017,10,Net electricity production,6616.853
2017,10,Total imports,1.141
2017,10,Total exports,0.04
2017,10,Electricity supplied,6617.954
2017,10,Distribution losses,492.085
2017,10,Final consumption,6125.869
2017,10,Electricity trade,-1.101
2017,10,Renewables,5196.641
2017,10,Non-renewables,1420.212
2017,10,Others,173.198
2017,10,Other renewables aggregated,118.393
2017,10,Low carbon,5196.641
2017,10,Fossil fuels,1420.212
2017,11,Hydro,4952.862
2017,11,Wind,0.335
2017,11,Solar,1.031
2017,11,Total combustible fuels,1480.986
2017,11,Coal,275.477
2017,11,Oil,175.663
2017,11,Natural gas,924.535
2017,11,Combustible renewables,105.311
2017,11,Net electricity production,6435.214
2017,11,Total imports,10.262
2017,11,Total exports,0.147
2017,11,Electricity supplied,6445.329
2017,11,Distribution losses,417.75
2017,11,Final consumption,6027.579
2017,11,Electricity trade,-10.115
2017,11,Renewables,5059.539
2017,11,Non-renewables,1375.675
2017,11,Others,175.663
2017,11,Other renewables aggregated,105.311
2017,11,Low carbon,5059.539
2017,11,Fossil fuels,1375.675
2017,12,Hydro,5140.818
2017,12,Wind,0.855
2017,12,Solar,1.398
2017,12,Total combustible fuels,1422.821
2017,12,Coal,269.91
2017,12,Oil,170.874
2017,12,Natural gas,867.064
2017,12,Combustible renewables,114.973
2017,12,Net electricity production,6565.892
2017,12,Total imports,6.681
2017,12,Total exports,8.673
2017,12,Electricity supplied,6563.9
2017,12,Distribution losses,472.643
2017,12,Final consumption,6091.257
2017,12,Electricity trade,1.992
2017,12,Renewables,5258.044
2017,12,Non-renewables,1307.848
2017,12,Others,170.874
2017,12,Other renewables aggregated,114.973
2017,12,Low carbon,5258.044
2017,12,Fossil fuels,1307.848
2018,1,Hydro,4638.020035
2018,1,Wind,1.49979
2018,1,Solar,2.141028
2018,1,Geothermal,0.0
2018,1,Other renewables,0.0
2018,1,Nuclear,0.0
2018,1,Total combustible fuels,1614.695771
2018,1,Coal,500.420534
2018,1,Oil,179.751007
2018,1,Natural gas,816.24482
2018,1,Combustible renewables,118.27941
2018,1,Other combustible non-renewables,0.0
2018,1,Not specified,0.0
2018,1,Net electricity production,6256.356623
2018,1,Total imports,85.708949
2018,1,Total exports,0.080529
2018,1,Electricity supplied,6341.985043
2018,1,Used for pumped storage,0.0
2018,1,Distribution losses,584.340365
2018,1,Final consumption,5757.64468
2018,1,Electricity trade,-85.62842
2018,1,Renewables,4759.940263
2018,1,Non-renewables,1496.416361
2018,1,Others,179.751007
2018,1,Other renewables aggregated,118.27941
2018,1,Low carbon,4759.940263
2018,1,Fossil fuels,1496.416361
2018,2,Hydro,3891.016748
2018,2,Wind,2.332098
2018,2,Solar,2.040889
2018,2,Geothermal,0.0
2018,2,Other renewables,0.0
2018,2,Nuclear,0.0
2018,2,Total combustible fuels,1977.86903
2018,2,Coal,595.344488
2018,2,Oil,202.000242
2018,2,Natural gas,1062.236609
2018,2,Combustible renewables,118.287691
2018,2,Other combustible non-renewables,0.0
2018,2,Not specified,0.0
2018,2,Net electricity production,5873.258766
2018,2,Total imports,18.907265
2018,2,Total exports,0.042435
2018,2,Electricity supplied,5892.123596
2018,2,Used for pumped storage,0.0
2018,2,Distribution losses,547.341635
2018,2,Final consumption,5344.781961
2018,2,Electricity trade,-18.86483
2018,2,Renewables,4013.677426
2018,2,Non-renewables,1859.581339
2018,2,Others,202.000242
2018,2,Other renewables aggregated,118.287691
2018,2,Low carbon,4013.677426
2018,2,Fossil fuels,1859.581339
2018,3,Hydro,4482.131153
2018,3,Wind,3.046024
2018,3,Solar,2.251132
2018,3,Geothermal,0.0
2018,3,Other renewables,0.0
2018,3,Nuclear,0.0
2018,3,Total combustible fuels,1975.818859
2018,3,Coal,669.317231
2018,3,Oil,176.349151
2018,3,Natural gas,1011.855576
2018,3,Combustible renewables,118.296901
2018,3,Other combustible non-renewables,0.0
2018,3,Not specified,0.0
2018,3,Net electricity production,6463.247167
2018,3,Total imports,0.824583
2018,3,Total exports,0.058216
2018,3,Electricity supplied,6464.013534
2018,3,Used for pumped storage,0.0
2018,3,Distribution losses,604.845169
2018,3,Final consumption,5859.168364
2018,3,Electricity trade,-0.766367
2018,3,Renewables,4605.72521
2018,3,Non-renewables,1857.521958
2018,3,Others,176.349151
2018,3,Other renewables aggregated,118.296901
2018,3,Low carbon,4605.72521
2018,3,Fossil fuels,1857.521958
2018,4,Hydro,4905.469183
2018,4,Wind,2.712344
2018,4,Solar,1.825335
2018,4,Geothermal,0.0
2018,4,Other renewables,0.0
2018,4,Nuclear,0.0
2018,4,Total combustible fuels,1430.409243
2018,4,Coal,248.196741
2018,4,Oil,189.613939
2018,4,Natural gas,874.341334
2018,4,Combustible renewables,118.257229
2018,4,Other combustible non-renewables,0.0
2018,4,Not specified,0.0
2018,4,Net electricity production,6340.416105
2018,4,Total imports,1.760436
2018,4,Total exports,0.041224
2018,4,Electricity supplied,6342.135317
2018,4,Used for pumped storage,0.0
2018,4,Distribution losses,584.142602
2018,4,Final consumption,5757.992715
2018,4,Electricity trade,-1.719212
2018,4,Renewables,5028.264091
2018,4,Non-renewables,1312.152014
2018,4,Others,189.613939
2018,4,Other renewables aggregated,118.257229
2018,4,Low carbon,5028.264091
2018,4,Fossil fuels,1312.152014
2018,5,Hydro,5046.073804
2018,5,Wind,2.879436
2018,5,Solar,1.766769
2018,5,Geothermal,0.0
2018,5,Other renewables,0.0
2018,5,Nuclear,0.0
2018,5,Total combustible fuels,1499.201094
2018,5,Coal,272.018684
2018,5,Oil,191.760868
2018,5,Natural gas,917.266022
2018,5,Combustible renewables,118.155519
2018,5,Other combustible non-renewables,0.0
2018,5,Not specified,0.0
2018,5,Net electricity production,6549.921103
2018,5,Total imports,3.30307
2018,5,Total exports,0.055903
2018,5,Electricity supplied,6553.16827
2018,5,Used for pumped storage,0.0
2018,5,Distribution losses,605.182059
2018,5,Final consumption,5947.986211
2018,5,Electricity trade,-3.247167
2018,5,Renewables,5168.875528
2018,5,Non-renewables,1381.045574
2018,5,Others,191.760868
2018,5,Other renewables aggregated,118.155519
2018,5,Low carbon,5168.875528
2018,5,Fossil fuels,1381.045574
2018,6,Hydro,4963.879457
2018,6,Wind,3.720102
2018,6,Solar,1.705746
2018,6,Geothermal,0.0
2018,6,Other renewables,0.0
2018,6,Nuclear,0.0
2018,6,Total combustible fuels,1452.706337
2018,6,Coal,186.512257
2018,6,Oil,191.973321
2018,6,Natural gas,955.965381
2018,6,Combustible renewables,118.255377
2018,6,Other combustible non-renewables,0.0
2018,6,Not specified,0.0
2018,6,Net electricity production,6422.011642
2018,6,Total imports,0.00168
2018,6,Total exports,0.081369
2018,6,Electricity supplied,6421.931953
2018,6,Used for pumped storage,0.0
2018,6,Distribution losses,594.73955
2018,6,Final consumption,5827.192403
2018,6,Electricity trade,0.079689
2018,6,Renewables,5087.560682
2018,6,Non-renewables,1334.450959
2018,6,Others,191.973321
2018,6,Other renewables aggregated,118.255377
2018,6,Low carbon,5087.560682
2018,6,Fossil fuels,1334.450959
2018,7,Hydro,5209.744579
2018,7,Wind,5.691463
2018,7,Solar,1.471172
2018,7,Geothermal,0.0
2018,7,Other renewables,0.0
2018,7,Nuclear,0.0
2018,7,Total combustible fuels,1434.130008
2018,7,Coal,194.621183
2018,7,Oil,188.489142
2018,7,Natural gas,932.701268
2018,7,Combustible renewables,118.318416
2018,7,Other combustible non-renewables,0.0
2018,7,Not specified,0.0
2018,7,Net electricity production,6651.037223
2018,7,Total imports,0.0018
2018,7,Total exports,0.123971
2018,7,Electricity supplied,6650.915052
2018,7,Used for pumped storage,0.0
2018,7,Distribution losses,618.656143
2018,7,Final consumption,6032.258909
2018,7,Electricity trade,0.122171
2018,7,Renewables,5335.22563
2018,7,Non-renewables,1315.811593
2018,7,Others,188.489142
2018,7,Other renewables aggregated,118.318416
2018,7,Low carbon,5335.22563
2018,7,Fossil fuels,1315.811593
2018,8,Hydro,5189.145103
2018,8,Wind,5.589972
2018,8,Solar,0.617124
2018,8,Geothermal,0.0
2018,8,Other renewables,0.0
2018,8,Nuclear,0.0
2018,8,Total combustible fuels,1536.521467
2018,8,Coal,249.475701
2018,8,Oil,198.938692
2018,8,Natural gas,969.787422
2018,8,Combustible renewables,118.319652
2018,8,Other combustible non-renewables,0.0
2018,8,Not specified,0.0
2018,8,Net electricity production,6731.873667
2018,8,Total imports,0.00288
2018,8,Total exports,0.177227
2018,8,Electricity supplied,6731.69932
2018,8,Used for pumped storage,0.0
2018,8,Distribution losses,628.364496
2018,8,Final consumption,6103.334824
2018,8,Electricity trade,0.174347
2018,8,Renewables,5313.671851
2018,8,Non-renewables,1418.201815
2018,8,Others,198.938692
2018,8,Other renewables aggregated,118.319652
2018,8,Low carbon,5313.671851
2018,8,Fossil fuels,1418.201815
2018,9,Hydro,4936.719058
2018,9,Wind,3.669248
2018,9,Solar,0.528851
2018,9,Geothermal,0.0
2018,9,Other renewables,0.0
2018,9,Nuclear,0.0
2018,9,Total combustible fuels,1587.905513
2018,9,Coal,318.443081
2018,9,Oil,189.306536
2018,9,Natural gas,961.86417
2018,9,Combustible renewables,118.291725
2018,9,Other combustible non-renewables,0.0
2018,9,Not specified,0.0
2018,9,Net electricity production,6528.82267
2018,9,Total imports,0.00021
2018,9,Total exports,0.008451
2018,9,Electricity supplied,6528.814429
2018,9,Used for pumped storage,0.0
2018,9,Distribution losses,607.416418
2018,9,Final consumption,5921.398011
2018,9,Electricity trade,0.008241
2018,9,Renewables,5059.208882
2018,9,Non-renewables,1469.613787
2018,9,Others,189.306536
2018,9,Other renewables aggregated,118.291725
2018,9,Low carbon,5059.208882
2018,9,Fossil fuels,1469.613787
2018,10,Hydro,5131.390718
2018,10,Wind,1.849667
2018,10,Solar,0.836381
2018,10,Geothermal,0.0
2018,10,Other renewables,0.0
2018,10,Nuclear,0.0
2018,10,Total combustible fuels,1576.222752
2018,10,Coal,320.7612
2018,10,Oil,189.265095
2018,10,Natural gas,947.879863
2018,10,Combustible renewables,118.316594
2018,10,Other combustible non-renewables,0.0
2018,10,Not specified,0.0
2018,10,Net electricity production,6710.299518
2018,10,Total imports,0.073044
2018,10,Total exports,8.894009
2018,10,Electricity supplied,6701.478553
2018,10,Used for pumped storage,0.0
2018,10,Distribution losses,624.980589
2018,10,Final consumption,6076.497964
2018,10,Electricity trade,8.820965
2018,10,Renewables,5252.39336
2018,10,Non-renewables,1457.906158
2018,10,Others,189.265095
2018,10,Other renewables aggregated,118.316594
2018,10,Low carbon,5252.39336
2018,10,Fossil fuels,1457.906158
2018,11,Hydro,5171.790288
2018,11,Wind,3.640911
2018,11,Solar,0.727652
2018,11,Geothermal,0.0
2018,11,Other renewables,0.0
2018,11,Nuclear,0.0
2018,11,Total combustible fuels,1443.655317
2018,11,Coal,196.050781
2018,11,Oil,196.651314
2018,11,Natural gas,932.750149
2018,11,Combustible renewables,118.203073
2018,11,Other combustible non-renewables,0.0
2018,11,Not specified,0.0
2018,11,Net electricity production,6619.814168
2018,11,Total imports,0.038501
2018,11,Total exports,6.472832
2018,11,Electricity supplied,6613.379837
2018,11,Used for pumped storage,0.0
2018,11,Distribution losses,612.332338
2018,11,Final consumption,6001.047499
2018,11,Electricity trade,6.434331
2018,11,Renewables,5294.361924
2018,11,Non-renewables,1325.452244
2018,11,Others,196.651314
2018,11,Other renewables aggregated,118.203073
2018,11,Low carbon,5294.361924
2018,11,Fossil fuels,1325.452244
2018,12,Hydro,4622.75157
2018,12,Wind,5.654945
2018,12,Solar,4.477921
2018,12,Geothermal,0.0
2018,12,Other renewables,0.0
2018,12,Nuclear,0.0
2018,12,Total combustible fuels,1908.207608
2018,12,Coal,673.86753
2018,12,Oil,184.887137
2018,12,Natural gas,931.119142
2018,12,Combustible renewables,118.333799
2018,12,Other combustible non-renewables,0.0
2018,12,Not specified,0.0
2018,12,Net electricity production,6541.092045
2018,12,Total imports,11.344581
2018,12,Total exports,0.027835
2018,12,Electricity supplied,6552.408791
2018,12,Used for pumped storage,0.0
2018,12,Distribution losses,611.553732
2018,12,Final consumption,5940.855058
2018,12,Electricity trade,-11.316746
2018,12,Renewables,4751.218235
2018,12,Non-renewables,1789.873809
2018,12,Others,184.887137
2018,12,Other renewables aggregated,118.333799
2018,12,Low carbon,4751.218235
2018,12,Fossil fuels,1789.873809
2019,1,Hydro,3920.370278
2019,1,Wind,6.363735
2019,1,Solar,4.123789
2019,1,Geothermal,0.0
2019,1,Other renewables,0.0
2019,1,Nuclear,0.0
2019,1,Total combustible fuels,2473.894368
2019,1,Coal,1003.177237
2019,1,Oil,221.240475
2019,1,Natural gas,1122.324242
2019,1,Combustible renewables,127.152414
2019,1,Other combustible non-renewables,0.0
2019,1,Not specified,0.0
2019,1,Net electricity production,6404.75217
2019,1,Total imports,11.215249
2019,1,Total exports,0.009421
2019,1,Electricity supplied,6415.957998
2019,1,Used for pumped storage,0.0
2019,1,Distribution losses,417.362957
2019,1,Final consumption,5998.595042
2019,1,Electricity trade,-11.205828
2019,1,Renewables,4058.010216
2019,1,Non-renewables,2346.741954
2019,1,Others,221.240475
2019,1,Other renewables aggregated,127.152414
2019,1,Low carbon,4058.010216
2019,1,Fossil fuels,2346.741954
2019,2,Hydro,3617.088135
2019,2,Wind,6.69302
2019,2,Solar,6.229346
2019,2,Geothermal,0.0
2019,2,Other renewables,0.0
2019,2,Nuclear,0.0
2019,2,Total combustible fuels,2380.527561
2019,2,Coal,877.889496
2019,2,Oil,226.356225
2019,2,Natural gas,1149.132316
2019,2,Combustible renewables,127.149524
2019,2,Other combustible non-renewables,0.0
2019,2,Not specified,0.0
2019,2,Net electricity production,6010.538061
2019,2,Total imports,43.438549
2019,2,Total exports,0.000627
2019,2,Electricity supplied,6053.975983
2019,2,Used for pumped storage,0.0
2019,2,Distribution losses,389.727211
2019,2,Final consumption,5664.248772
2019,2,Electricity trade,-43.437922
2019,2,Renewables,3757.160025
2019,2,Non-renewables,2253.378037
2019,2,Others,226.356225
2019,2,Other renewables aggregated,127.149524
2019,2,Low carbon,3757.160025
2019,2,Fossil fuels,2253.378037
2019,3,Hydro,4172.093173
2019,3,Wind,6.331609
2019,3,Solar,11.985129
2019,3,Geothermal,0.0
2019,3,Other renewables,0.0
2019,3,Nuclear,0.0
2019,3,Total combustible fuels,2306.556744
2019,3,Coal,889.655489
2019,3,Oil,219.225912
2019,3,Natural gas,1070.525058
2019,3,Combustible renewables,127.150286
2019,3,Other combustible non-renewables,0.0
2019,3,Not specified,0.0
2019,3,Net electricity production,6496.966655
2019,3,Total imports,20.202372
2019,3,Total exports,0.000328
2019,3,Electricity supplied,6517.168699
2019,3,Used for pumped storage,0.0
2019,3,Distribution losses,424.413248
2019,3,Final consumption,6092.755452
2019,3,Electricity trade,-20.202044
2019,3,Renewables,4317.560197
2019,3,Non-renewables,2179.406459
2019,3,Others,219.225912
2019,3,Other renewables aggregated,127.150286
2019,3,Low carbon,4317.560197
2019,3,Fossil fuels,2179.406459
2019,4,Hydro,4478.675866
2019,4,Wind,6.833387
2019,4,Solar,12.693369
2019,4,Geothermal,0.0
2019,4,Other renewables,0.0
2019,4,Nuclear,0.0
2019,4,Total combustible fuels,1878.451598
2019,4,Coal,540.452483
2019,4,Oil,216.93553
2019,4,Natural gas,993.917598
2019,4,Combustible renewables,127.145987
2019,4,Other combustible non-renewables,0.0
2019,4,Not specified,0.0
2019,4,Net electricity production,6376.654221
2019,4,Total imports,12.915331
2019,4,Total exports,0.001771
2019,4,Electricity supplied,6389.567781
2019,4,Used for pumped storage,0.0
2019,4,Distribution losses,413.969023
2019,4,Final consumption,5975.598757
2019,4,Electricity trade,-12.91356
2019,4,Renewables,4625.348609
2019,4,Non-renewables,1751.305611
2019,4,Others,216.93553
2019,4,Other renewables aggregated,127.145987
2019,4,Low carbon,4625.348609
2019,4,Fossil fuels,1751.305611
2019,5,Hydro,4810.28519
2019,5,Wind,6.181242
2019,5,Solar,10.42215
2019,5,Geothermal,0.0
2019,5,Other renewables,0.0
2019,5,Nuclear,0.0
2019,5,Total combustible fuels,1817.452442
2019,5,Coal,543.848767
2019,5,Oil,225.388101
2019,5,Natural gas,921.073833
2019,5,Combustible renewables,127.141741
2019,5,Other combustible non-renewables,0.0
2019,5,Not specified,0.0
2019,5,Net electricity production,6644.341023
2019,5,Total imports,21.583653
2019,5,Total exports,0.008456
2019,5,Electricity supplied,6665.91622
2019,5,Used for pumped storage,0.0
2019,5,Distribution losses,433.706702
2019,5,Final consumption,6232.209518
2019,5,Electricity trade,-21.575197
2019,5,Renewables,4954.030323
2019,5,Non-renewables,1690.310701
2019,5,Others,225.388101
2019,5,Other renewables aggregated,127.141741
2019,5,Low carbon,4954.030323
2019,5,Fossil fuels,1690.310701
2019,6,Hydro,4901.975867
2019,6,Wind,6.430414
2019,6,Solar,11.972251
2019,6,Geothermal,0.0
2019,6,Other renewables,0.0
2019,6,Nuclear,0.0
2019,6,Total combustible fuels,1538.568749
2019,6,Coal,278.265602
2019,6,Oil,219.190371
2019,6,Natural gas,913.96455
2019,6,Combustible renewables,127.148225
2019,6,Other combustible non-renewables,0.0
2019,6,Not specified,0.0
2019,6,Net electricity production,6458.947281
2019,6,Total imports,12.185297
2019,6,Total exports,0.001669
2019,6,Electricity supplied,6471.130909
2019,6,Used for pumped storage,0.0
2019,6,Distribution losses,420.438322
2019,6,Final consumption,6050.692586
2019,6,Electricity trade,-12.183628
2019,6,Renewables,5047.526757
2019,6,Non-renewables,1411.420523
2019,6,Others,219.190371
2019,6,Other renewables aggregated,127.148225
2019,6,Low carbon,5047.526757
2019,6,Fossil fuels,1411.420523
2019,7,Hydro,5101.313525
2019,7,Wind,6.35671
2019,7,Solar,12.701994
2019,7,Geothermal,0.0
2019,7,Other renewables,0.0
2019,7,Nuclear,0.0
2019,7,Total combustible fuels,1601.668853
2019,7,Coal,319.569092
2019,7,Oil,218.773535
2019,7,Natural gas,936.174837
2019,7,Combustible renewables,127.151389
2019,7,Other combustible non-renewables,0.0
2019,7,Not specified,0.0
2019,7,Net electricity production,6722.041081
2019,7,Total imports,3.289603
2019,7,Total exports,0.0
2019,7,Electricity supplied,6725.330684
2019,7,Used for pumped storage,0.0
2019,7,Distribution losses,440.028072
2019,7,Final consumption,6285.302612
2019,7,Electricity trade,-3.289603
2019,7,Renewables,5247.523618
2019,7,Non-renewables,1474.517464
2019,7,Others,218.773535
2019,7,Other renewables aggregated,127.151389
2019,7,Low carbon,5247.523618
2019,7,Fossil fuels,1474.517464
2019,8,Hydro,4993.664133
2019,8,Wind,3.786017
2019,8,Solar,13.185536
2019,8,Geothermal,0.0
2019,8,Other renewables,0.0
2019,8,Nuclear,0.0
2019,8,Total combustible fuels,1775.037087
2019,8,Coal,370.568493
2019,8,Oil,220.903303
2019,8,Natural gas,1056.414175
2019,8,Combustible renewables,127.151116
2019,8,Other combustible non-renewables,0.0
2019,8,Not specified,0.0
2019,8,Net electricity production,6785.672773
2019,8,Total imports,14.839053
2019,8,Total exports,0.006737
2019,8,Electricity supplied,6800.505089
2019,8,Used for pumped storage,0.0
2019,8,Distribution losses,445.550444
2019,8,Final consumption,6354.954645
2019,8,Electricity trade,-14.832316
2019,8,Renewables,5137.786802
2019,8,Non-renewables,1647.885971
2019,8,Others,220.903303
2019,8,Other renewables aggregated,127.151116
2019,8,Low carbon,5137.786802
2019,8,Fossil fuels,1647.885971
2019,9,Hydro,4487.746576
2019,9,Wind,2.416531
2019,9,Solar,12.499193
2019,9,Geothermal,0.0
2019,9,Other renewables,0.0
2019,9,Nuclear,0.0
2019,9,Total combustible fuels,2087.640463
2019,9,Coal,661.962755
2019,9,Oil,218.695853
2019,9,Natural gas,1079.831307
2019,9,Combustible renewables,127.150548
2019,9,Other combustible non-renewables,0.0
2019,9,Not specified,0.0
2019,9,Net electricity production,6590.302763
2019,9,Total imports,0.0
2019,9,Total exports,0.0
2019,9,Electricity supplied,6590.302763
2019,9,Used for pumped storage,0.0
2019,9,Distribution losses,429.880708
2019,9,Final consumption,6160.422055
2019,9,Electricity trade,0.0
2019,9,Renewables,4629.812848
2019,9,Non-renewables,1960.489915
2019,9,Others,218.695853
2019,9,Other renewables aggregated,127.150548
2019,9,Low carbon,4629.812848
2019,9,Fossil fuels,1960.489915
2019,10,Hydro,4343.71446
2019,10,Wind,2.272432
2019,10,Solar,12.249321
2019,10,Geothermal,0.0
2019,10,Other renewables,0.0
2019,10,Nuclear,0.0
2019,10,Total combustible fuels,2342.907526
2019,10,Coal,794.017066
2019,10,Oil,226.201257
2019,10,Natural gas,1195.537087
2019,10,Combustible renewables,127.152116
2019,10,Other combustible non-renewables,0.0
2019,10,Not specified,0.0
2019,10,Net electricity production,6701.143739
2019,10,Total imports,7.083646
2019,10,Total exports,0.011456
2019,10,Electricity supplied,6708.215929
2019,10,Used for pumped storage,0.0
2019,10,Distribution losses,438.990917
2019,10,Final consumption,6269.225011
2019,10,Electricity trade,-7.07219
2019,10,Renewables,4485.388329
2019,10,Non-renewables,2215.75541
2019,10,Others,226.201257
2019,10,Other renewables aggregated,127.152116
2019,10,Low carbon,4485.388329
2019,10,Fossil fuels,2215.75541
2019,11,Hydro,4326.446322
2019,11,Wind,3.373902
2019,11,Solar,13.17919
2019,11,Geothermal,0.0
2019,11,Other renewables,0.0
2019,11,Nuclear,0.0
2019,11,Total combustible fuels,2207.062162
2019,11,Coal,771.84501
2019,11,Oil,218.870107
2019,11,Natural gas,1089.202887
2019,11,Combustible renewables,127.144158
2019,11,Other combustible non-renewables,0.0
2019,11,Not specified,0.0
2019,11,Net electricity production,6550.061577
2019,11,Total imports,3.413037
2019,11,Total exports,0.020384
2019,11,Electricity supplied,6553.45423
2019,11,Used for pumped storage,0.0
2019,11,Distribution losses,425.872814
2019,11,Final consumption,6127.581416
2019,11,Electricity trade,-3.392653
2019,11,Renewables,4470.143572
2019,11,Non-renewables,2079.918004
2019,11,Others,218.870107
2019,11,Other renewables aggregated,127.144158
2019,11,Low carbon,4470.143572
2019,11,Fossil fuels,2079.918004
2019,12,Hydro,3824.172245
2019,12,Wind,4.587003
2019,12,Solar,12.070731
2019,12,Geothermal,0.0
2019,12,Other renewables,0.0
2019,12,Nuclear,0.0
2019,12,Total combustible fuels,2496.452448
2019,12,Coal,883.215597
2019,12,Oil,216.756021
2019,12,Natural gas,1269.331961
2019,12,Combustible renewables,127.14887
2019,12,Other combustible non-renewables,0.0
2019,12,Not specified,0.0
2019,12,Net electricity production,6337.282426
2019,12,Total imports,161.713211
2019,12,Total exports,0.033151
2019,12,Electricity supplied,6498.962486
2019,12,Used for pumped storage,0.0
2019,12,Distribution losses,422.513624
2019,12,Final consumption,6076.448861
2019,12,Electricity trade,-161.68006
2019,12,Renewables,3967.978849
2019,12,Non-renewables,2369.303579
2019,12,Others,216.756021
2019,12,Other renewables aggregated,127.14887
2019,12,Low carbon,3967.978849
2019,12,Fossil fuels,2369.303579
2020,1,Hydro,3915.653461
2020,1,Wind,0.510601
2020,1,Solar,15.889734
2020,1,Geothermal,0.0
2020,1,Other renewables,0.0
2020,1,Nuclear,0.0
2020,1,Total combustible fuels,2664.196248
2020,1,Coal,958.976424
2020,1,Oil,210.743186
2020,1,Natural gas,1320.942179
2020,1,Combustible renewables,173.534459
2020,1,Other combustible non-renewables,0.0
2020,1,Not specified,0.0
2020,1,Net electricity production,6596.250044
2020,1,Total imports,127.212368
2020,1,Total exports,0.0
2020,1,Electricity supplied,6723.462412
2020,1,Used for pumped storage,0.0
2020,1,Distribution losses,481.374208
2020,1,Final consumption,6242.088204
2020,1,Electricity trade,-127.212368
2020,1,Renewables,4105.588255
2020,1,Non-renewables,2490.661789
2020,1,Others,210.743186
2020,1,Other renewables aggregated,173.534459
2020,1,Low carbon,4105.588255
2020,1,Fossil fuels,2490.661789
2020,2,Hydro,3457.158838
2020,2,Wind,0.0
2020,2,Solar,15.637515
2020,2,Geothermal,0.0
2020,2,Other renewables,0.0
2020,2,Nuclear,0.0
2020,2,Total combustible fuels,2978.685149
2020,2,Coal,1044.132505
2020,2,Oil,215.589387
2020,2,Natural gas,1545.430861
2020,2,Combustible renewables,173.532397
2020,2,Other combustible non-renewables,0.0
2020,2,Not specified,0.0
2020,2,Net electricity production,6451.481502
2020,2,Total imports,108.120077
2020,2,Total exports,0.0
2020,2,Electricity supplied,6559.601579
2020,2,Used for pumped storage,0.0
2020,2,Distribution losses,471.056844
2020,2,Final consumption,6088.544735
2020,2,Electricity trade,-108.120077
2020,2,Renewables,3646.32875
2020,2,Non-renewables,2805.152753
2020,2,Others,215.589387
2020,2,Other renewables aggregated,173.532397
2020,2,Low carbon,3646.32875
2020,2,Fossil fuels,2805.152753
2020,3,Hydro,3683.937349
2020,3,Wind,0.0
2020,3,Solar,16.271686
2020,3,Geothermal,0.0
2020,3,Other renewables,0.0
2020,3,Nuclear,0.0
2020,3,Total combustible fuels,2827.048125
2020,3,Coal,1010.62085
2020,3,Oil,209.626362
2020,3,Natural gas,1433.282684
2020,3,Combustible renewables,173.518229
2020,3,Other combustible non-renewables,0.0
2020,3,Not specified,0.0
2020,3,Net electricity production,6527.257159
2020,3,Total imports,59.548419
2020,3,Total exports,0.0
2020,3,Electricity supplied,6586.805578
2020,3,Used for pumped storage,0.0
2020,3,Distribution losses,471.445974
2020,3,Final consumption,6115.359604
2020,3,Electricity trade,-59.548419
2020,3,Renewables,3873.727264
2020,3,Non-renewables,2653.529896
2020,3,Others,209.626362
2020,3,Other renewables aggregated,173.518229
2020,3,Low carbon,3873.727264
2020,3,Fossil fuels,2653.529896
2020,4,Hydro,3367.440063
2020,4,Wind,0.0
2020,4,Solar,15.030507
2020,4,Geothermal,0.0
2020,4,Other renewables,0.0
2020,4,Nuclear,0.0
2020,4,Total combustible fuels,2321.744251
2020,4,Coal,881.035532
2020,4,Oil,217.717358
2020,4,Natural gas,1049.50421
2020,4,Combustible renewables,173.48715
2020,4,Other combustible non-renewables,0.0
2020,4,Not specified,0.0
