YEAR,MONTH,PRODUCT,VALUE
2020,4,Net electricity production,5704.214821
2020,4,Total imports,201.866575
2020,4,Total exports,0.0
2020,4,Electricity supplied,5906.081396
2020,4,Used for pumped storage,0.0
2020,4,Distribution losses,409.190715
2020,4,Final consumption,5496.890681
2020,4,Electricity trade,-201.866575
2020,4,Renewables,3555.95772
2020,4,Non-renewables,2148.2571
2020,4,Others,217.717358
2020,4,Other renewables aggregated,173.48715
2020,4,Low carbon,3555.95772
2020,4,Fossil fuels,2148.2571
2020,5,Hydro,3297.203198
2020,5,Wind,0.0
2020,5,Solar,15.357394
2020,5,Geothermal,0.0
2020,5,Other renewables,0.0
2020,5,Nuclear,0.0
2020,5,Total combustible fuels,2750.588095
2020,5,Coal,1001.010195
2020,5,Oil,214.725705
2020,5,Natural gas,1361.379657
2020,5,Combustible renewables,173.472538
2020,5,Other combustible non-renewables,0.0
2020,5,Not specified,0.0
2020,5,Net electricity production,6063.148687
2020,5,Total imports,224.307384
2020,5,Total exports,0.0
2020,5,Electricity supplied,6287.456071
2020,5,Used for pumped storage,0.0
2020,5,Distribution losses,443.841959
2020,5,Final consumption,5843.614113
2020,5,Electricity trade,-224.307384
2020,5,Renewables,3486.03313
2020,5,Non-renewables,2577.115557
2020,5,Others,214.725705
2020,5,Other renewables aggregated,173.472538
2020,5,Low carbon,3486.03313
2020,5,Fossil fuels,2577.115557
2020,6,Hydro,3344.633799
2020,6,Wind,0.0
2020,6,Solar,14.043682
2020,6,Geothermal,0.0
2020,6,Other renewables,0.0
2020,6,Nuclear,0.0
2020,6,Total combustible fuels,2615.782597
2020,6,Coal,887.845236
2020,6,Oil,210.584172
2020,6,Natural gas,1343.846808
2020,6,Combustible renewables,173.506383
2020,6,Other combustible non-renewables,0.0
2020,6,Not specified,0.0
2020,6,Net electricity production,5974.460079
2020,6,Total imports,222.24267
2020,6,Total exports,0.0
2020,6,Electricity supplied,6196.702749
2020,6,Used for pumped storage,0.0
2020,6,Distribution losses,437.445399
2020,6,Final consumption,5759.25735
2020,6,Electricity trade,-222.24267
2020,6,Renewables,3532.183864
2020,6,Non-renewables,2442.276216
2020,6,Others,210.584172
2020,6,Other renewables aggregated,173.506383
2020,6,Low carbon,3532.183864
2020,6,Fossil fuels,2442.276216
2020,7,Hydro,4545.106164
2020,7,Wind,0.00547
2020,7,Solar,14.537147
2020,7,Geothermal,0.0
2020,7,Other renewables,0.0
2020,7,Nuclear,0.0
2020,7,Total combustible fuels,1843.364568
2020,7,Coal,473.559938
2020,7,Oil,208.29105
2020,7,Natural gas,987.994442
2020,7,Combustible renewables,173.519139
2020,7,Other combustible non-renewables,0.0
2020,7,Not specified,0.0
2020,7,Net electricity production,6403.013349
2020,7,Total imports,210.912663
2020,7,Total exports,0.0
2020,7,Electricity supplied,6613.926012
2020,7,Used for pumped storage,0.0
2020,7,Distribution losses,466.075198
2020,7,Final consumption,6147.850814
2020,7,Electricity trade,-210.912663
2020,7,Renewables,4733.16792
2020,7,Non-renewables,1669.84543
2020,7,Others,208.29105
2020,7,Other renewables aggregated,173.519139
2020,7,Low carbon,4733.16792
2020,7,Fossil fuels,1669.84543
2020,8,Hydro,4570.826143
2020,8,Wind,1.941069
2020,8,Solar,14.560367
2020,8,Geothermal,0.0
2020,8,Other renewables,0.0
2020,8,Nuclear,0.0
2020,8,Total combustible fuels,1936.357002
2020,8,Coal,470.805573
2020,8,Oil,208.293717
2020,8,Natural gas,1083.738199
2020,8,Combustible renewables,173.519514
2020,8,Other combustible non-renewables,0.0
2020,8,Not specified,0.0
2020,8,Net electricity production,6523.684581
2020,8,Total imports,135.876472
2020,8,Total exports,0.0
2020,8,Electricity supplied,6659.561053
2020,8,Used for pumped storage,0.0
2020,8,Distribution losses,471.196447
2020,8,Final consumption,6188.364607
2020,8,Electricity trade,-135.876472
2020,8,Renewables,4760.847093
2020,8,Non-renewables,1762.837489
2020,8,Others,208.293717
2020,8,Other renewables aggregated,173.519514
2020,8,Low carbon,4760.847093
2020,8,Fossil fuels,1762.837489
2020,9,Hydro,4350.056194
2020,9,Wind,1.394612
2020,9,Solar,16.774181
2020,9,Geothermal,0.0
2020,9,Other renewables,0.0
2020,9,Nuclear,0.0
2020,9,Total combustible fuels,2153.665049
2020,9,Coal,563.795752
2020,9,Oil,213.790517
2020,9,Natural gas,1202.569203
2020,9,Combustible renewables,173.509577
2020,9,Other combustible non-renewables,0.0
2020,9,Not specified,0.0
2020,9,Net electricity production,6521.890036
2020,9,Total imports,10.330025
2020,9,Total exports,0.0
2020,9,Electricity supplied,6532.220061
2020,9,Used for pumped storage,0.0
2020,9,Distribution losses,462.431336
2020,9,Final consumption,6069.788725
2020,9,Electricity trade,-10.330025
2020,9,Renewables,4541.734564
2020,9,Non-renewables,1980.155472
2020,9,Others,213.790517
2020,9,Other renewables aggregated,173.509577
2020,9,Low carbon,4541.734564
2020,9,Fossil fuels,1980.155472
2020,10,Hydro,4531.500752
2020,10,Wind,1.389169
2020,10,Solar,17.177205
2020,10,Geothermal,0.0
2020,10,Other renewables,0.0
2020,10,Nuclear,0.0
2020,10,Total combustible fuels,2229.292759
2020,10,Coal,708.016054
2020,10,Oil,211.39599
2020,10,Natural gas,1136.36592
2020,10,Combustible renewables,173.514795
2020,10,Other combustible non-renewables,0.0
2020,10,Not specified,0.0
2020,10,Net electricity production,6779.359885
2020,10,Total imports,0.9941
2020,10,Total exports,0.0
2020,10,Electricity supplied,6780.353985
2020,10,Used for pumped storage,0.0
2020,10,Distribution losses,482.392481
2020,10,Final consumption,6297.961505
2020,10,Electricity trade,-0.9941
2020,10,Renewables,4723.581921
2020,10,Non-renewables,2055.777964
2020,10,Others,211.39599
2020,10,Other renewables aggregated,173.514795
2020,10,Low carbon,4723.581921
2020,10,Fossil fuels,2055.777964
2020,11,Hydro,4705.170697
2020,11,Wind,1.271657
2020,11,Solar,15.923546
2020,11,Geothermal,0.0
2020,11,Other renewables,0.0
2020,11,Nuclear,0.0
2020,11,Total combustible fuels,2034.655179
2020,11,Coal,527.852583
2020,11,Oil,212.72218
2020,11,Natural gas,1120.612386
2020,11,Combustible renewables,173.46803
2020,11,Other combustible non-renewables,0.0
2020,11,Not specified,0.0
2020,11,Net electricity production,6757.021078
2020,11,Total imports,0.178247
2020,11,Total exports,0.0
2020,11,Electricity supplied,6757.199325
2020,11,Used for pumped storage,0.0
2020,11,Distribution losses,477.865884
2020,11,Final consumption,6279.333442
2020,11,Electricity trade,-0.178247
2020,11,Renewables,4895.83393
2020,11,Non-renewables,1861.187149
2020,11,Others,212.72218
2020,11,Other renewables aggregated,173.46803
2020,11,Low carbon,4895.83393
2020,11,Fossil fuels,1861.187149
2020,12,Hydro,4675.78034
2020,12,Wind,3.294423
2020,12,Solar,23.434035
2020,12,Geothermal,0.0
2020,12,Other renewables,0.0
2020,12,Nuclear,0.0
2020,12,Total combustible fuels,2082.778475
2020,12,Coal,558.834066
2020,12,Oil,212.946165
2020,12,Natural gas,1137.462984
2020,12,Combustible renewables,173.535259
2020,12,Other combustible non-renewables,0.0
2020,12,Not specified,0.0
2020,12,Net electricity production,6785.287273
2020,12,Total imports,0.0
2020,12,Total exports,0.0
2020,12,Electricity supplied,6785.287273
2020,12,Used for pumped storage,0.0
2020,12,Distribution losses,483.138153
2020,12,Final consumption,6302.14912
2020,12,Electricity trade,0.0
2020,12,Renewables,4876.044057
2020,12,Non-renewables,1909.243215
2020,12,Others,212.946165
2020,12,Other renewables aggregated,173.535259
2020,12,Low carbon,4876.044057
2020,12,Fossil fuels,1909.243215
2021,1,Hydro,4462.488764
2021,1,Wind,4.239997
2021,1,Solar,25.642025
2021,1,Geothermal,0.0
2021,1,Other renewables,0.0
2021,1,Nuclear,0.0
2021,1,Total combustible fuels,2096.186802
2021,1,Coal,569.627612
2021,1,Oil,213.370016
2021,1,Natural gas,1139.661351
2021,1,Combustible renewables,173.527828
2021,1,Other combustible non-renewables,0.0
2021,1,Not specified,0.0
2021,1,Net electricity production,6588.557588
2021,1,Total imports,3.018819
2021,1,Total exports,0.0
2021,1,Electricity supplied,6591.576407
2021,1,Used for pumped storage,0.0
2021,1,Distribution losses,467.866806
2021,1,Final consumption,6123.709602
2021,1,Electricity trade,-3.018819
2021,1,Renewables,4665.898614
2021,1,Non-renewables,1922.658979
2021,1,Others,213.370016
2021,1,Other renewables aggregated,173.527828
2021,1,Low carbon,4665.898614
2021,1,Fossil fuels,1922.658979
2021,2,Hydro,3895.003829
2021,2,Wind,5.508708
2021,2,Solar,24.924012
2021,2,Geothermal,0.0
2021,2,Other renewables,0.0
2021,2,Nuclear,0.0
2021,2,Total combustible fuels,2383.287842
2021,2,Coal,856.975434
2021,2,Oil,208.86998
2021,2,Natural gas,1143.913279
2021,2,Combustible renewables,173.529149
2021,2,Other combustible non-renewables,0.0
2021,2,Not specified,0.0
2021,2,Net electricity production,6308.724391
2021,2,Total imports,7.519514
2021,2,Total exports,0.0
2021,2,Electricity supplied,6316.243905
2021,2,Used for pumped storage,0.0
2021,2,Distribution losses,446.501407
2021,2,Final consumption,5869.742498
2021,2,Electricity trade,-7.519514
2021,2,Renewables,4098.965698
2021,2,Non-renewables,2209.758693
2021,2,Others,208.86998
2021,2,Other renewables aggregated,173.529149
2021,2,Low carbon,4098.965698
2021,2,Fossil fuels,2209.758693
2021,3,Hydro,4706.124799
2021,3,Wind,6.027887
2021,3,Solar,25.92346
2021,3,Geothermal,0.0
2021,3,Other renewables,0.0
2021,3,Nuclear,0.0
2021,3,Total combustible fuels,1980.516694
2021,3,Coal,488.444474
2021,3,Oil,209.143441
2021,3,Natural gas,1109.396175
2021,3,Combustible renewables,173.532603
2021,3,Other combustible non-renewables,0.0
2021,3,Not specified,0.0
2021,3,Net electricity production,6718.59284
2021,3,Total imports,166.205049
2021,3,Total exports,0.0
2021,3,Electricity supplied,6884.797889
2021,3,Used for pumped storage,0.0
2021,3,Distribution losses,490.94386
2021,3,Final consumption,6393.854029
2021,3,Electricity trade,-166.205049
2021,3,Renewables,4911.608749
2021,3,Non-renewables,1806.98409
2021,3,Others,209.143441
2021,3,Other renewables aggregated,173.532603
2021,3,Low carbon,4911.608749
2021,3,Fossil fuels,1806.98409
2021,4,Hydro,4645.12351
2021,4,Wind,6.145962
2021,4,Solar,24.246495
2021,4,Geothermal,0.0
2021,4,Other renewables,0.0
2021,4,Nuclear,0.0
2021,4,Total combustible fuels,1833.103662
2021,4,Coal,424.958753
2021,4,Oil,211.094832
2021,4,Natural gas,1023.522978
2021,4,Combustible renewables,173.527104
2021,4,Other combustible non-renewables,0.0
2021,4,Not specified,0.0
2021,4,Net electricity production,6508.619629
2021,4,Total imports,174.5147
2021,4,Total exports,0.0
2021,4,Electricity supplied,6683.134329
2021,4,Used for pumped storage,0.0
2021,4,Distribution losses,473.02683
2021,4,Final consumption,6210.1075
2021,4,Electricity trade,-174.5147
2021,4,Renewables,4849.043071
2021,4,Non-renewables,1659.576563
2021,4,Others,211.094832
2021,4,Other renewables aggregated,173.527104
2021,4,Low carbon,4849.043071
2021,4,Fossil fuels,1659.576563
2021,5,Hydro,5010.432604
2021,5,Wind,6.778501
2021,5,Solar,22.420167
2021,5,Geothermal,0.0
2021,5,Other renewables,0.0
2021,5,Nuclear,0.0
2021,5,Total combustible fuels,1689.826639
2021,5,Coal,306.166513
2021,5,Oil,208.289347
2021,5,Natural gas,1001.939035
2021,5,Combustible renewables,173.431749
2021,5,Other combustible non-renewables,0.0
2021,5,Not specified,0.0
2021,5,Net electricity production,6729.457911
2021,5,Total imports,15.61823
2021,5,Total exports,0.0
2021,5,Electricity supplied,6745.076141
2021,5,Used for pumped storage,0.0
2021,5,Distribution losses,473.992546
2021,5,Final consumption,6271.083595
2021,5,Electricity trade,-15.61823
2021,5,Renewables,5213.063021
2021,5,Non-renewables,1516.394895
2021,5,Others,208.289347
2021,5,Other renewables aggregated,173.431749
2021,5,Low carbon,5213.063021
2021,5,Fossil fuels,1516.394895
2021,6,Hydro,4967.299957
2021,6,Wind,5.823045
2021,6,Solar,22.681792
2021,6,Geothermal,0.0
2021,6,Other renewables,0.0
2021,6,Nuclear,0.0
2021,6,Total combustible fuels,1695.26515
2021,6,Coal,225.956006
2021,6,Oil,211.81741
2021,6,Natural gas,1083.974803
2021,6,Combustible renewables,173.51694
2021,6,Other combustible non-renewables,0.0
2021,6,Not specified,0.0
2021,6,Net electricity production,6691.069944
2021,6,Total imports,1.173716
2021,6,Total exports,0.0
2021,6,Electricity supplied,6692.24366
2021,6,Used for pumped storage,0.0
2021,6,Distribution losses,474.015386
2021,6,Final consumption,6218.228274
2021,6,Electricity trade,-1.173716
2021,6,Renewables,5169.321734
2021,6,Non-renewables,1521.748219
2021,6,Others,211.81741
2021,6,Other renewables aggregated,173.51694
2021,6,Low carbon,5169.321734
2021,6,Fossil fuels,1521.748219
2021,7,Hydro,5200.996588
2021,7,Wind,5.932355
2021,7,Solar,25.881748
2021,7,Geothermal,0.0
2021,7,Other renewables,0.0
2021,7,Nuclear,0.0
2021,7,Total combustible fuels,1789.583897
2021,7,Coal,279.447485
2021,7,Oil,210.978682
2021,7,Natural gas,1125.6298
2021,7,Combustible renewables,173.527935
2021,7,Other combustible non-renewables,0.0
2021,7,Not specified,0.0
2021,7,Net electricity production,7022.394588
2021,7,Total imports,0.789217
2021,7,Total exports,0.0
2021,7,Electricity supplied,7023.183805
2021,7,Used for pumped storage,0.0
2021,7,Distribution losses,501.705332
2021,7,Final consumption,6521.478473
2021,7,Electricity trade,-0.789217
2021,7,Renewables,5406.338626
2021,7,Non-renewables,1616.055967
2021,7,Others,210.978682
2021,7,Other renewables aggregated,173.527935
2021,7,Low carbon,5406.338626
2021,7,Fossil fuels,1616.055967
2021,8,Hydro,5219.620165
2021,8,Wind,4.302403
2021,8,Solar,26.326982
2021,8,Geothermal,0.0
2021,8,Other renewables,0.0
2021,8,Nuclear,0.0
2021,8,Total combustible fuels,1764.839388
2021,8,Coal,260.067728
2021,8,Oil,208.472692
2021,8,Natural gas,1122.757468
2021,8,Combustible renewables,173.541504
2021,8,Other combustible non-renewables,0.0
2021,8,Not specified,0.0
2021,8,Net electricity production,7015.088938
2021,8,Total imports,0.608666
2021,8,Total exports,0.0
2021,8,Electricity supplied,7015.697604
2021,8,Used for pumped storage,0.0
2021,8,Distribution losses,499.889915
2021,8,Final consumption,6515.807689
2021,8,Electricity trade,-0.608666
2021,8,Renewables,5423.791054
2021,8,Non-renewables,1591.297888
2021,8,Others,208.472692
2021,8,Other renewables aggregated,173.541504
2021,8,Low carbon,5423.791054
2021,8,Fossil fuels,1591.297888
2021,9,Hydro,5363.222723
2021,9,Wind,3.737552
2021,9,Solar,28.635558
2021,9,Geothermal,0.0
2021,9,Other renewables,0.0
2021,9,Nuclear,0.0
2021,9,Total combustible fuels,1744.589017
2021,9,Coal,261.028163
2021,9,Oil,214.563725
2021,9,Natural gas,1095.463342
2021,9,Combustible renewables,173.53379
2021,9,Other combustible non-renewables,0.0
2021,9,Not specified,0.0
2021,9,Net electricity production,7140.18485
2021,9,Total imports,0.095611
2021,9,Total exports,0.0
2021,9,Electricity supplied,7140.280461
2021,9,Used for pumped storage,0.0
2021,9,Distribution losses,496.956884
2021,9,Final consumption,6643.323577
2021,9,Electricity trade,-0.095611
2021,9,Renewables,5569.129623
2021,9,Non-renewables,1571.05523
2021,9,Others,214.563725
2021,9,Other renewables aggregated,173.53379
2021,9,Low carbon,5569.129623
2021,9,Fossil fuels,1571.05523
2021,10,Hydro,5443.080281
2021,10,Wind,2.560055
2021,10,Solar,31.833048
2021,10,Geothermal,0.0
2021,10,Other renewables,0.0
2021,10,Nuclear,0.0
2021,10,Total combustible fuels,1793.958313
2021,10,Coal,265.47767
2021,10,Oil,217.395008
2021,10,Natural gas,1137.557824
2021,10,Combustible renewables,173.527821
2021,10,Other combustible non-renewables,0.0
2021,10,Not specified,0.0
2021,10,Net electricity production,7271.431698
2021,10,Total imports,4.320825
2021,10,Total exports,0.0
2021,10,Electricity supplied,7275.752523
2021,10,Used for pumped storage,0.0
2021,10,Distribution losses,511.267518
2021,10,Final consumption,6764.485005
2021,10,Electricity trade,-4.320825
2021,10,Renewables,5651.001205
2021,10,Non-renewables,1620.430502
2021,10,Others,217.395008
2021,10,Other renewables aggregated,173.527821
2021,10,Low carbon,5651.001205
2021,10,Fossil fuels,1620.430502
2021,11,Hydro,5197.246268
2021,11,Wind,3.073552
2021,11,Solar,34.450938
2021,11,Geothermal,0.0
2021,11,Other renewables,0.0
2021,11,Nuclear,0.0
2021,11,Total combustible fuels,1730.376979
2021,11,Coal,233.150626
2021,11,Oil,208.485049
2021,11,Natural gas,1115.240075
2021,11,Combustible renewables,173.501229
2021,11,Other combustible non-renewables,0.0
2021,11,Not specified,0.0
2021,11,Net electricity production,6965.147737
2021,11,Total imports,1.472993
2021,11,Total exports,0.0
2021,11,Electricity supplied,6966.62073
2021,11,Used for pumped storage,0.0
2021,11,Distribution losses,495.329896
2021,11,Final consumption,6471.290833
2021,11,Electricity trade,-1.472993
2021,11,Renewables,5408.271987
2021,11,Non-renewables,1556.87575
2021,11,Others,208.485049
2021,11,Other renewables aggregated,173.501229
2021,11,Low carbon,5408.271987
2021,11,Fossil fuels,1556.87575
2021,12,Hydro,4074.603396
2021,12,Wind,3.876277
2021,12,Solar,30.735126
2021,12,Geothermal,0.0
2021,12,Other renewables,0.0
2021,12,Nuclear,0.0
2021,12,Total combustible fuels,1985.621073
2021,12,Coal,541.412913
2021,12,Oil,218.038505
2021,12,Natural gas,1052.632253
2021,12,Combustible renewables,173.537407
2021,12,Other combustible non-renewables,0.0
2021,12,Not specified,0.0
2021,12,Net electricity production,6094.835873
2021,12,Total imports,82.155234
2021,12,Total exports,0.0
2021,12,Electricity supplied,6176.991107
2021,12,Used for pumped storage,0.0
2021,12,Distribution losses,433.070845
2021,12,Final consumption,5743.920262
2021,12,Electricity trade,-82.155234
2021,12,Renewables,4282.752206
2021,12,Non-renewables,1812.083671
2021,12,Others,218.038505
2021,12,Other renewables aggregated,173.537407
2021,12,Low carbon,4282.752206
2021,12,Fossil fuels,1812.083671
2022,1,Hydro,4697.685752
2022,1,Wind,4.057209
2022,1,Solar,37.423628
2022,1,Total combustible fuels,2254.01561
2022,1,Coal,740.800485
2022,1,Oil,224.957068
2022,1,Natural gas,1106.755116
2022,1,Combustible renewables,181.502941
2022,1,Other combustible non-renewables,0.0
2022,1,Net electricity production,6993.182198
2022,1,Total imports,10.964515
2022,1,Total exports,11.834357
2022,1,Electricity supplied,6992.312356
2022,1,Distribution losses,378.777147
2022,1,Final consumption,6613.535209
2022,1,Electricity trade,0.869842
2022,1,Renewables,4920.66953
2022,1,Non-renewables,2072.512669
2022,1,Others,224.957068
2022,1,Other renewables aggregated,181.502941
2022,1,Low carbon,4920.66953
2022,1,Fossil fuels,2072.512669
2022,2,Hydro,4293.455374
2022,2,Wind,4.142837
2022,2,Solar,31.401022
2022,2,Total combustible fuels,2286.460672
2022,2,Coal,734.995656
2022,2,Oil,225.720351
2022,2,Natural gas,1144.242107
2022,2,Combustible renewables,181.502559
2022,2,Other combustible non-renewables,0.0
2022,2,Net electricity production,6615.459905
2022,2,Total imports,1.187094
2022,2,Total exports,8.438989
2022,2,Electricity supplied,6608.20801
2022,2,Distribution losses,354.638887
2022,2,Final consumption,6253.569123
2022,2,Electricity trade,7.251895
2022,2,Renewables,4510.501792
2022,2,Non-renewables,2104.958114
2022,2,Others,225.720351
2022,2,Other renewables aggregated,181.502559
2022,2,Low carbon,4510.501792
2022,2,Fossil fuels,2104.958114
2022,3,Hydro,5293.990685
2022,3,Wind,5.316631
2022,3,Solar,34.532819
2022,3,Total combustible fuels,1855.725822
2022,3,Coal,236.755112
2022,3,Oil,228.501729
2022,3,Natural gas,1208.967361
2022,3,Combustible renewables,181.50162
2022,3,Net electricity production,7189.565957
2022,3,Total imports,65.971592
2022,3,Total exports,0.533178
2022,3,Electricity supplied,7255.004371
2022,3,Distribution losses,394.149951
2022,3,Final consumption,6860.854421
2022,3,Electricity trade,-65.438414
2022,3,Renewables,5515.341755
2022,3,Non-renewables,1674.224202
2022,3,Others,228.501729
2022,3,Other renewables aggregated,181.50162
2022,3,Low carbon,5515.341755
2022,3,Fossil fuels,1674.224202
2022,4,Hydro,5190.86877
2022,4,Wind,3.774289
2022,4,Solar,32.339429
2022,4,Total combustible fuels,1741.720397
2022,4,Coal,203.219221
2022,4,Oil,231.647871
2022,4,Natural gas,1125.352554
2022,4,Combustible renewables,181.500751
2022,4,Net electricity production,6968.702885
2022,4,Total imports,32.881494
2022,4,Total exports,3.69307
2022,4,Electricity supplied,6997.891309
2022,4,Distribution losses,378.238555
2022,4,Final consumption,6619.652754
2022,4,Electricity trade,-29.188424
2022,4,Renewables,5408.483239
2022,4,Non-renewables,1560.219646
2022,4,Others,231.647871
2022,4,Other renewables aggregated,181.500751
2022,4,Low carbon,5408.483239
2022,4,Fossil fuels,1560.219646
2022,5,Hydro,5494.98485
2022,5,Wind,3.409729
2022,5,Solar,30.896288
2022,5,Total combustible fuels,1773.147913
2022,5,Coal,177.546829
2022,5,Oil,234.264923
2022,5,Natural gas,1179.836601
2022,5,Combustible renewables,181.49956
2022,5,Net electricity production,7302.43878
2022,5,Total imports,13.164886
2022,5,Total exports,1.674588
2022,5,Electricity supplied,7313.929078
2022,5,Distribution losses,396.427904
2022,5,Final consumption,6917.501174
2022,5,Electricity trade,-11.490298
2022,5,Renewables,5710.790427
2022,5,Non-renewables,1591.648353
2022,5,Others,234.264923
2022,5,Other renewables aggregated,181.49956
2022,5,Low carbon,5710.790427
2022,5,Fossil fuels,1591.648353
2022,6,Hydro,5181.733312
2022,6,Wind,4.017988
2022,6,Solar,29.693321
2022,6,Total combustible fuels,1722.370013
2022,6,Coal,172.281668
2022,6,Oil,229.3149
2022,6,Natural gas,1139.273009
2022,6,Combustible renewables,181.500436
2022,6,Net electricity production,6937.814634
2022,6,Total imports,1.433706
2022,6,Total exports,0.936999
2022,6,Electricity supplied,6938.311341
2022,6,Distribution losses,374.442508
2022,6,Final consumption,6563.868832
2022,6,Electricity trade,-0.496707
2022,6,Renewables,5396.945057
2022,6,Non-renewables,1540.869577
2022,6,Others,229.3149
2022,6,Other renewables aggregated,181.500436
2022,6,Low carbon,5396.945057
2022,6,Fossil fuels,1540.869577
2022,7,Hydro,5418.836677
2022,7,Wind,8.383434
2022,7,Solar,39.787804
2022,7,Total combustible fuels,1821.485749
2022,7,Coal,133.455364
2022,7,Oil,233.073944
2022,7,Natural gas,1273.455016
2022,7,Combustible renewables,181.501426
2022,7,Net electricity production,7288.493665
2022,7,Total imports,3.135117
2022,7,Total exports,5.899488
2022,7,Electricity supplied,7285.729294
2022,7,Distribution losses,395.965495
2022,7,Final consumption,6889.763798
2022,7,Electricity trade,2.764371
2022,7,Renewables,5648.509341
2022,7,Non-renewables,1639.984324
2022,7,Others,233.073944
2022,7,Other renewables aggregated,181.501426
2022,7,Low carbon,5648.509341
2022,7,Fossil fuels,1639.984324
2022,8,Hydro,5563.837944
2022,8,Wind,8.700083
2022,8,Solar,46.430205
2022,8,Total combustible fuels,1700.932994
2022,8,Coal,132.802232
2022,8,Oil,226.337516
2022,8,Natural gas,1160.291509
2022,8,Combustible renewables,181.501737
2022,8,Net electricity production,7319.901227
2022,8,Total imports,12.08215
2022,8,Total exports,3.621014
2022,8,Electricity supplied,7328.362363
2022,8,Distribution losses,399.546847
2022,8,Final consumption,6928.815516
2022,8,Electricity trade,-8.461136
2022,8,Renewables,5800.469969
2022,8,Non-renewables,1519.431257
2022,8,Others,226.337516
2022,8,Other renewables aggregated,181.501737
2022,8,Low carbon,5800.469969
2022,8,Fossil fuels,1519.431257
2022,9,Hydro,5372.064919
2022,9,Wind,4.177406
2022,9,Solar,49.214903
2022,9,Total combustible fuels,1700.496309
2022,9,Coal,187.369216
2022,9,Oil,228.435797
2022,9,Natural gas,1103.189485
2022,9,Combustible renewables,181.50181
2022,9,Net electricity production,7125.953537
2022,9,Total imports,26.063846
2022,9,Total exports,3.632774
2022,9,Electricity supplied,7148.384609
2022,9,Distribution losses,388.653845
2022,9,Final consumption,6759.730764
2022,9,Electricity trade,-22.431072
2022,9,Renewables,5606.959038
2022,9,Non-renewables,1518.994498
2022,9,Others,228.435797
2022,9,Other renewables aggregated,181.50181
2022,9,Low carbon,5606.959038
2022,9,Fossil fuels,1518.994498
2022,10,Hydro,5713.186589
2022,10,Wind,4.807161
2022,10,Solar,51.926352
2022,10,Total combustible fuels,1556.799344
2022,10,Coal,176.655302
2022,10,Oil,225.185934
2022,10,Natural gas,973.456553
2022,10,Combustible renewables,181.501555
2022,10,Net electricity production,7326.719446
2022,10,Total imports,0.379661
2022,10,Total exports,7.911705
2022,10,Electricity supplied,7319.187402
2022,10,Distribution losses,399.85462
2022,10,Final consumption,6919.332782
2022,10,Electricity trade,7.532044
2022,10,Renewables,5951.421657
2022,10,Non-renewables,1375.297789
2022,10,Others,225.185934
2022,10,Other renewables aggregated,181.501555
2022,10,Low carbon,5951.421657
2022,10,Fossil fuels,1375.297789
2022,11,Hydro,5528.747085
2022,11,Wind,6.548488
2022,11,Solar,47.831906
2022,11,Total combustible fuels,1565.634328
2022,11,Coal,138.291006
2022,11,Oil,224.658965
2022,11,Natural gas,1021.184057
2022,11,Combustible renewables,181.500299
2022,11,Net electricity production,7148.761807
2022,11,Electricity supplied,7148.761807
2022,11,Distribution losses,388.080112
2022,11,Final consumption,6760.681695
2022,11,Renewables,5764.627778
2022,11,Non-renewables,1384.134028
2022,11,Others,224.658965
2022,11,Other renewables aggregated,181.500299
2022,11,Low carbon,5764.627778
2022,11,Fossil fuels,1384.134028
2022,12,Hydro,5013.084172
2022,12,Wind,12.274103
2022,12,Solar,42.939776
2022,12,Total combustible fuels,1719.670551
2022,12,Coal,85.444518
2022,12,Oil,224.526296
2022,12,Natural gas,1228.199887
2022,12,Combustible renewables,181.499851
2022,12,Net electricity production,6787.968603
2022,12,Electricity supplied,6787.968603
2022,12,Distribution losses,441.463937
2022,12,Final consumption,6346.504666
2022,12,Renewables,5249.797902
2022,12,Non-renewables,1538.170701
2022,12,Others,224.526296
2022,12,Other renewables aggregated,181.499851
2022,12,Low carbon,5249.797902
2022,12,Fossil fuels,1538.170701
2023,1,Hydro,5258.845254
2023,1,Wind,21.940092
2023,1,Solar,76.386812
2023,1,Total combustible fuels,1792.062543
2023,1,Coal,454.379265
2023,1,Oil,257.952942
2023,1,Natural gas,850.114088
2023,1,Combustible renewables,229.616248
2023,1,Not specified,2.47025
2023,1,Net electricity production,7151.704951
2023,1,Total imports,0.0
2023,1,Total exports,291.186504
2023,1,Electricity supplied,6860.518447
2023,1,Distribution losses,657.994952
2023,1,Final consumption,6202.523495
2023,1,Electricity trade,291.186504
2023,1,Renewables,5586.788406
2023,1,Non-renewables,1564.916545
2023,1,Others,260.423192
2023,1,Other renewables aggregated,229.616248
2023,1,Low carbon,5589.258656
2023,1,Fossil fuels,1564.916545
2023,2,Hydro,4523.346323
2023,2,Wind,23.254809
2023,2,Solar,82.01822
2023,2,Total combustible fuels,2088.715591
2023,2,Coal,681.326882
2023,2,Oil,261.938152
2023,2,Natural gas,915.840682
2023,2,Combustible renewables,229.609875
2023,2,Not specified,2.47025
2023,2,Net electricity production,6719.805192
2023,2,Total imports,0.016595
2023,2,Total exports,195.779393
2023,2,Electricity supplied,6524.042394
2023,2,Distribution losses,582.266813
2023,2,Final consumption,5941.775581
2023,2,Electricity trade,195.762798
2023,2,Renewables,4858.229227
2023,2,Non-renewables,1861.575966
2023,2,Others,264.408402
2023,2,Other renewables aggregated,229.609875
2023,2,Low carbon,4860.699477
